severity_id,severity_name,sla,product_type,brand,service_type,incident_type,open_to_close_hour,response_to_resolved_hour,label_multi_severity,label_binary_severity
3,Minor,24x7 4Hrs Resolution Time,Tape Library,Oracle,Incident,Hard Disk Drive Failure,26.0,26.0,1,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,115.83333333333333,115.33333333333333,1,0
4,Cosmetic,24x7 6Hrs Resolution Time,Storage,NetApp,Request,General Incident,8.9,8.9,0,0
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,Software,1.9166666666666667,1.8166666666666667,1,0
2,Major,24x7 4Hrs Response Time,Server,HPE,Incident,General Incident,10.816666666666666,10.533333333333333,2,1
3,Minor,24x7 4Hrs Resolution Time,Server,Oracle,Incident,CPU Failure,29.0,28.833333333333332,1,0
3,Minor,24x7 4Hrs Resolution Time,Storage,HPE,Incident,Hard Disk Drive Failure,2.5,1.8333333333333333,1,0
2,Major,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,General Incident,1185.9833333333333,297.73333333333335,2,1
2,Major,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Hard Disk Drive Failure,145.5,143.41666666666666,2,1
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,4.166666666666667,4.166666666666667,2,1
3,Minor,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,45.016666666666666,13.7,1,0
3,Minor,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,22.9,5.1,1,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,3.6666666666666665,3.6666666666666665,1,0
2,Major,24x7 4Hrs Response Time,Server,HPE,Incident,Hard Disk Drive Failure,20.5,20.25,2,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,16.033333333333335,16.033333333333335,1,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,2.6666666666666665,0.9,1,0
4,Cosmetic,24x7 4Hrs Resolution Time,Server,HPE,Request,General Incident,0.3333333333333333,0.3333333333333333,0,0
4,Cosmetic,24x7 6Hrs Resolution Time,Software,YIP,Request,General Incident,557.2,502.2,0,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,261.5,261.3333333333333,1,0
2,Major,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,7.983333333333333,7.75,2,1
4,Cosmetic,24x7 4Hrs Resolution Time,Server,HPE,Request,Software,11.0,9.0,0,0
2,Major,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,89.4,89.15,2,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,9.566666666666666,9.433333333333334,1,0
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Request,General Incident,4.0,4.0,2,1
3,Minor,24x7 6Hrs Resolution Time,Storage,HPE,Incident,Hard Disk Drive Failure,2.3333333333333335,2.1666666666666665,1,0
2,Major,24x7 4Hrs Resolution Time,Software,VMWare,Incident,General Incident,4.75,4.6,2,1
2,Major,24x7 4Hrs Response Time,Storage,DELL,Request,General Incident,73.73333333333333,69.0,2,1
2,Major,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,7.95,7.45,2,1
2,Major,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,92.23333333333333,92.1,2,1
3,Minor,24x7 6Hrs Resolution Time,Software,eUnite,Incident,Software,6.9,1.9166666666666667,1,0
2,Major,24x7 4Hrs Resolution Time,Server,Oracle,Incident,General Incident,334.8666666666667,334.8666666666667,2,1
4,Cosmetic,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,458.3666666666667,458.26666666666665,0,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,1.9166666666666667,1.8333333333333333,1,0
4,Cosmetic,24x7 4Hrs Resolution Time,Access Point,Cisco,Incident,General Incident,1.0,1.0,0,0
4,Cosmetic,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,8.716666666666667,8.0,0,0
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,27.933333333333334,26.516666666666666,1,0
4,Cosmetic,24x7 4Hrs Resolution Time,Server,HPE,Request,Maintenance System,5.483333333333333,5.483333333333333,0,0
4,Cosmetic,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,319.6,312.51666666666665,0,0
4,Cosmetic,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,1.7833333333333334,0.95,0,0
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,Software,2.85,2.7333333333333334,1,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Request,Software,1087.1666666666667,1085.5,1,0
2,Major,24x7 4Hrs Response Time,Server,HPE,Incident,General Incident,40.35,40.2,2,1
2,Major,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,24.483333333333334,24.416666666666668,2,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,317.21666666666664,317.05,1,0
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,3.2666666666666666,3.0,2,1
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,Software,138.3,19.133333333333333,1,0
2,Major,24x7 4Hrs Response Time,Storage,Veritas,Incident,Backup Failure,672.2833333333333,522.2333333333333,2,1
2,Major,24x7 6Hrs Resolution Time,Software,SAPB1,Incident,General Incident,3.5,3.4833333333333334,2,1
4,Cosmetic,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,140.23333333333332,23.983333333333334,0,0
4,Cosmetic,24x7 4Hrs Resolution Time,Switch,Cisco,Request,Report,1.0,1.0,0,0
4,Cosmetic,24x7 4Hrs Resolution Time,Software,VMWare,Request,Upgrade Software,14.5,2.4833333333333334,0,0
2,Major,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Hard Disk Drive Failure,243.0,238.91666666666666,2,1
2,Major,24x7 4Hrs Resolution Time,Access Point,Cisco,Incident,General Incident,127.16666666666667,6.0,2,1
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Request,General Incident,5.133333333333334,4.133333333333334,2,1
3,Minor,24x7 4Hrs Resolution Time,Software,HPE,Request,General Incident,0.9333333333333333,0.75,1,0
2,Major,24x7 6Hrs Resolution Time,Software,SAPB1,Incident,Software,120.98333333333333,120.83333333333333,2,1
2,Major,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,21.066666666666666,20.833333333333332,2,1
2,Major,24x7 4Hrs Response Time,Firewall,Palo Alto,Incident,Controller/Node Failure,13.35,12.116666666666667,2,1
3,Minor,24x7 4Hrs Resolution Time,Software,Red Hat,Request,Software,3.0,3.0,1,0
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,3.933333333333333,3.85,2,1
3,Minor,24x7 4Hrs Resolution Time,Software,HPE,Request,Software,116.3,116.16666666666667,1,0
3,Minor,24x7 4Hrs Response Time,Software,Red Hat,Incident,General Incident,192.36666666666667,191.41666666666666,1,0
3,Minor,24x7 6Hrs Resolution Time,Software,CIMCO-CMMS,Incident,General Incident,1.4166666666666667,1.4,1,0
2,Major,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,4.683333333333334,4.3,2,1
4,Cosmetic,24x7 4Hrs Response Time,Server,DELL,Request,General Incident,21.95,3.816666666666667,0,0
4,Cosmetic,24x7 4Hrs Response Time,Software,VMWare,Incident,Upgrade Software,6.0,6.0,0,0
4,Cosmetic,24x7 4Hrs Resolution Time,Storage,HPE,Request,Report,2.0,2.0,0,0
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,4.216666666666667,4.066666666666666,2,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,663.9333333333333,26.716666666666665,1,0
2,Major,24x7 6Hrs Resolution Time,Server,Nutanix,Incident,Hard Disk Drive Failure,57.43333333333333,56.88333333333333,2,1
2,Major,24x7 4Hrs Resolution Time,Storage,NetApp,Request,General Incident,4.716666666666667,0.55,2,1
4,Cosmetic,24x7 6Hrs Resolution Time,Software,YIP,Request,General Incident,3.4166666666666665,3.4166666666666665,0,0
2,Major,24x7 4Hrs Resolution Time,Firewall,Palo Alto,Incident,General Incident,0.7833333333333333,0.7666666666666667,2,1
4,Cosmetic,24x7 4Hrs Response Time,Software,NetApp,Request,General Incident,0.9,0.48333333333333334,0,0
2,Major,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,6.233333333333333,6.166666666666667,2,1
4,Cosmetic,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,13.35,13.0,0,0
4,Cosmetic,24x7 4Hrs Resolution Time,Access Point,Cisco,Request,General Incident,27.866666666666667,21.85,0,0
3,Minor,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,163.05,48.7,1,0
1,Critical,24x7 4Hrs Resolution Time,Software,VMWare,Incident,General Incident,0.6333333333333333,0.5833333333333334,3,1
4,Cosmetic,24x7 4Hrs Resolution Time,Server,HPE,Request,General Incident,10.066666666666666,7.0,0,0
2,Major,24x7 4Hrs Resolution Time,Server,Oracle,Incident,System Board Failure,2.8666666666666667,2.5,2,1
3,Minor,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,30.916666666666668,30.916666666666668,1,0
4,Cosmetic,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,7.3,7.0,0,0
1,Critical,9x5 NBD 4Hrs Response Time,Server,HPE,Incident,System Board Failure,6.25,5.633333333333334,3,1
3,Minor,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,General Incident,4.0,3.0,1,0
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,Memory Failure,4.816666666666666,4.6,2,1
2,Major,24x7 4Hrs Resolution Time,Software,Veeam,Incident,Software,41.75,41.583333333333336,2,1
2,Major,24x7 4Hrs Resolution Time,Software,VMWare,Incident,Software,0.6166666666666667,0.4166666666666667,2,1
3,Minor,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,48.7,48.516666666666666,1,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,34.0,34.0,1,0
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Request,General Incident,4.2,3.3333333333333335,2,1
2,Major,24x7 4Hrs Resolution Time,Firewall,Palo Alto,Incident,General Incident,0.5166666666666667,0.5,2,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,2.1,1.6333333333333333,1,0
4,Cosmetic,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,7.4,7.0,0,0
2,Major,24x7 4Hrs Resolution Time,Firewall,Palo Alto,Incident,General Incident,0.5666666666666667,0.55,2,1
2,Major,24x7 4Hrs Resolution Time,Hardware,Oracle,Request,General Incident,9.75,9.166666666666666,2,1
2,Major,24x7 4Hrs Resolution Time,Storage,HPE,Incident,Hard Disk Drive Failure,5.6,5.0,2,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Request,Configuration Change,27.733333333333334,27.3,1,0
1,Critical,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,3.066666666666667,3.066666666666667,3,1
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,8.45,8.266666666666667,2,1
2,Major,24x7 4Hrs Resolution Time,Access Point,Cisco,Incident,General Incident,1.0,1.0,2,1
3,Minor,9x5 NBD 4Hrs Response Time,Server,HPE,Incident,Hard Disk Drive Failure,8.5,4.0,1,0
4,Cosmetic,24x7 4Hrs Resolution Time,Storage,HPE,Request,OS / Firmware,147.5,3.5,0,0
4,Cosmetic,24x7 4Hrs Response Time,Firewall,Palo Alto,Request,Upgrade Software,957.1,950.0,0,0
2,Major,9x5 NBD 4Hrs Response Time,Server,HPE,Incident,CPU Failure,15.566666666666666,4.516666666666667,2,1
2,Major,24x7 6Hrs Resolution Time,Software,CIMCO-CMMS,Incident,General Incident,191.71666666666667,191.58333333333334,2,1
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,5.583333333333333,5.583333333333333,2,1
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,33.983333333333334,21.983333333333334,2,1
2,Major,24x7 4Hrs Resolution Time,Storage,HPE,Incident,General Incident,3.6333333333333333,3.466666666666667,2,1
2,Major,24x7 6Hrs Resolution Time,Storage,HPE,Incident,Power Supply Failure,5.066666666666666,4.0,2,1
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,3.966666666666667,3.6166666666666667,1,0
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,12.533333333333333,12.533333333333333,2,1
3,Minor,24x7 4Hrs Response Time,Security,Trend Micro,Incident,Upgrade Software,2.0,2.0,1,0
3,Minor,24x7 6Hrs Resolution Time,Storage,YIP,Incident,OS / Firmware,5.8,5.466666666666667,1,0
4,Cosmetic,24x7 6Hrs Resolution Time,Software,SAPB1,Incident,Software,3.783333333333333,3.7,0,0
4,Cosmetic,24x7 4Hrs Response Time,Software,VMWare,Request,Software,4.633333333333334,4.433333333333334,0,0
4,Cosmetic,24x7 4Hrs Response Time,Server,HPE,Request,Maintenance System,5.0,4.0,0,0
2,Major,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Hard Disk Drive Failure,77.0,76.5,2,1
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,11.533333333333333,11.533333333333333,2,1
4,Cosmetic,24x7 4Hrs Resolution Time,Access Point,Cisco,Request,General Incident,31.55,21.533333333333335,0,0
2,Major,24x7 4Hrs Resolution Time,Software,VMWare,Request,Software,47.13333333333333,47.016666666666666,2,1
4,Cosmetic,24x7 4Hrs Response Time,Firewall,Palo Alto,Request,Configuration Change,479.0833333333333,3.5,0,0
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,6.683333333333334,6.55,2,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,8.383333333333333,8.25,1,0
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,Memory Failure,4.583333333333333,3.0,2,1
2,Major,24x7 6Hrs Resolution Time,Storage,HPE,Incident,General Incident,118.15,28.283333333333335,2,1
2,Major,24x7 4Hrs Resolution Time,Software,VMWare,Incident,Software,245.11666666666667,244.9,2,1
4,Cosmetic,24x7 4Hrs Resolution Time,Server,HPE,Request,General Incident,552.1333333333333,99.31666666666666,0,0
2,Major,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Hard Disk Drive Failure,23.0,19.5,2,1
2,Major,24x7 4Hrs Resolution Time,Software,VMWare,Incident,Software,931.9166666666666,91.0,2,1
2,Major,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,31.383333333333333,31.183333333333334,2,1
3,Minor,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,General Incident,9.8,9.5,1,0
2,Major,24x7 4Hrs Resolution Time,Storage,HPE,Incident,Network Adapter Failure,25.4,22.5,2,1
4,Cosmetic,24x7 4Hrs Response Time,Software,VMWare,Incident,Upgrade Software,6.0,6.0,0,0
2,Major,24x7 4Hrs Resolution Time,Software,HPE,Incident,General Incident,20.716666666666665,20.566666666666666,2,1
2,Major,8x5 4Hrs Response Time,Access Point,HPE,Incident,Network Adapter Failure,5.2,5.083333333333333,2,1
2,Major,24x7 4Hrs Resolution Time,Storage,HPE,Incident,OS / Firmware,6.3,6.0,2,1
2,Major,24x7 4Hrs Resolution Time,Hardware,Oracle,Request,General Incident,7.0,5.883333333333334,2,1
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,2.4833333333333334,2.35,1,0
3,Minor,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Software,12.733333333333333,12.633333333333333,1,0
2,Major,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,239.78333333333333,239.78333333333333,2,1
4,Cosmetic,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,8.433333333333334,8.0,0,0
3,Minor,24x7 6Hrs Resolution Time,Software,eUnite,Incident,General Incident,24.0,19.233333333333334,1,0
2,Major,24x7 6Hrs Resolution Time,Storage,HPE,Incident,Power Supply Failure,2.75,2.6666666666666665,2,1
3,Minor,24x7 4Hrs Resolution Time,Server,Oracle,Request,General Incident,48.5,47.5,1,0
3,Minor,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,46.61666666666667,44.766666666666666,1,0
1,Critical,24x7 4Hrs Resolution Time,Software,VMWare,Incident,Software,4.716666666666667,2.966666666666667,3,1
2,Major,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Software,21.45,20.433333333333334,2,1
2,Major,24x7 4Hrs Response Time,Server,HPE,Incident,Upgrade Software,148.93333333333334,7.133333333333334,2,1
2,Major,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,10.65,10.0,2,1
2,Major,24x7 6Hrs Resolution Time,Server,HPE,Incident,General Incident,6.716666666666667,6.616666666666666,2,1
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,Hard Disk Drive Failure,13.333333333333334,4.5,2,1
2,Major,8x5 4Hrs Response Time,Storage,EMC,Incident,Hard Disk Drive Failure,99.2,99.06666666666666,2,1
2,Major,24x7 4Hrs Response Time,Server,HPE,Incident,Memory Failure,5.1,4.483333333333333,2,1
2,Major,24x7 4Hrs Resolution Time,Storage,YIP,Incident,Power Supply Failure,2.216666666666667,1.5,2,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,1701.6333333333334,13.966666666666667,1,0
3,Minor,24x7 4Hrs Resolution Time,Storage,HPE,Incident,Configuration Change,1138.8833333333334,1138.7833333333333,1,0
2,Major,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Power Supply Failure,3.1666666666666665,2.0,2,1
4,Cosmetic,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,1317.85,1313.9,0,0
2,Major,24x7 4Hrs Resolution Time,Other,F5,Incident,General Incident,1928.1333333333334,1927.6333333333334,2,1
3,Minor,24x7 4Hrs Response Time,Software,Veritas,Request,General Incident,301.5,205.56666666666666,1,0
3,Minor,9x5 NBD 4Hrs Response Time,Server,HPE,Incident,Network Adapter Failure,63.333333333333336,1.5,1,0
2,Major,24x7 4Hrs Resolution Time,Software,VMWare,Incident,Software,26.8,26.583333333333332,2,1
4,Cosmetic,24x7 4Hrs Response Time,Software,Red Hat,Request,General Incident,20.783333333333335,0.11666666666666667,0,0
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Request,Software,13.2,10.983333333333333,2,1
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,Memory Failure,4.383333333333334,3.0,2,1
3,Minor,24x7 4Hrs Resolution Time,Access Point,Cisco,Incident,General Incident,27.0,24.033333333333335,1,0
2,Major,24x7 6Hrs Resolution Time,Storage,HPE,Incident,Hard Disk Drive Failure,284.35,13.866666666666667,2,1
4,Cosmetic,24x7 6Hrs Resolution Time,Server,DELL,Request,General Incident,137.88333333333333,3.0,0,0
3,Minor,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,470.4,7.783333333333333,1,0
3,Minor,24x7 4Hrs Resolution Time,Storage,HPE,Incident,General Incident,2.3333333333333335,1.4166666666666667,1,0
3,Minor,24x7 6Hrs Resolution Time,Software,CIMCO-CMMS,Incident,Software,97.95,84.46666666666667,1,0
2,Major,24x7 4Hrs Response Time,Server,HPE,Incident,General Incident,154.15,153.91666666666666,2,1
4,Cosmetic,24x7 4Hrs Resolution Time,Access Point,Cisco,Incident,General Incident,3.0833333333333335,3.0,0,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,843.3,843.0666666666667,1,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,29.5,29.5,1,0
3,Minor,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,2.0,2.0,1,0
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,6.216666666666667,6.133333333333334,1,0
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,Hard Disk Drive Failure,5.616666666666666,0.5833333333333334,2,1
4,Cosmetic,24x7 4Hrs Resolution Time,Server,HPE,Request,Maintenance System,5.483333333333333,5.483333333333333,0,0
2,Major,24x7 4Hrs Resolution Time,Software,VMWare,Incident,Software,123.98333333333333,123.75,2,1
1,Critical,24x7 4Hrs Resolution Time,Storage,HPE,Incident,General Incident,3.7666666666666666,3.6666666666666665,3,1
4,Cosmetic,24x7 4Hrs Resolution Time,Storage,Oracle,Incident,Hard Disk Drive Failure,2.0,2.0,0,0
2,Major,24x7 4Hrs Resolution Time,Software,HPE,Incident,Software,5.016666666666667,4.45,2,1
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,1.55,1.4333333333333333,1,0
4,Cosmetic,24x7 4Hrs Resolution Time,Server,HPE,Request,General Incident,10.066666666666666,7.0,0,0
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,Software,0.8333333333333334,0.5,1,0
2,Major,24x7 4Hrs Resolution Time,Software,Red Hat,Incident,General Incident,765.5333333333333,525.4333333333333,2,1
3,Minor,24x7 4Hrs Resolution Time,Software,HPE,Incident,General Incident,1364.5833333333333,1364.4166666666667,1,0
2,Major,24x7 4Hrs Response Time,Firewall,CheckPoint,Incident,General Incident,265.35,262.51666666666665,2,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,54.0,54.0,1,0
3,Minor,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Hard Disk Drive Failure,4.0,2.0,1,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,16.3,2.7,1,0
2,Major,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,2.433333333333333,2.183333333333333,2,1
2,Major,24x7 6Hrs Resolution Time,Software,eUnite,Incident,Software,77.6,72.6,2,1
3,Minor,24x7 4Hrs Resolution Time,Software,VMWare,Request,Software,1.7,1.6,1,0
2,Major,24x7 6Hrs Resolution Time,Server,DELL,Incident,General Incident,17.933333333333334,17.85,2,1
1,Critical,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,8.783333333333333,8.683333333333334,3,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,0.8,0.55,1,0
3,Minor,8x5 4Hrs Response Time,Server,Cisco,Incident,Power Supply Failure,28.133333333333333,24.333333333333332,1,0
2,Major,24x7 6Hrs Response Time,Software,Veritas,Incident,Backup Failure,73.13333333333334,73.01666666666667,2,1
3,Minor,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,37.15,37.06666666666667,1,0
1,Critical,24x7 4Hrs Resolution Time,Server,HPE,Incident,Hard Disk Drive Failure,30.266666666666666,30.05,3,1
2,Major,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,19.683333333333334,19.533333333333335,2,1
2,Major,24x7 4Hrs Resolution Time,Firewall,Palo Alto,Incident,General Incident,0.7666666666666667,0.75,2,1
2,Major,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,0.85,0.7666666666666667,2,1
4,Cosmetic,24x7 4Hrs Response Time,Security,Trend Micro,Request,Upgrade Software,264.95,264.95,0,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,328.1,327.93333333333334,1,0
2,Major,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,5.783333333333333,5.65,2,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,2.4833333333333334,1.8,1,0
4,Cosmetic,24x7 4Hrs Resolution Time,Software,VMWare,Request,Maintenance System,9.0,9.0,0,0
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,6.816666666666666,6.683333333333334,1,0
3,Minor,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,9.0,4.0,1,0
2,Major,24x7 4Hrs Resolution Time,Software,Veeam,Incident,Software,145.01666666666668,144.91666666666666,2,1
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,Software,2.35,1.7666666666666666,1,0
4,Cosmetic,24x7 6Hrs Resolution Time,Storage,YIP,Request,General Incident,1869.9666666666667,1869.55,0,0
2,Major,24x7 4Hrs Resolution Time,Software,VMWare,Incident,Upgrade Software,32.0,31.483333333333334,2,1
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,23.516666666666666,23.333333333333332,1,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,132.61666666666667,120.61666666666666,1,0
2,Major,9x5 NBD 4Hrs Response Time,Server,HPE,Incident,General Incident,191.83333333333334,167.7,2,1
2,Major,24x7 4Hrs Resolution Time,Server,Oracle,Incident,OS / Firmware,43.5,42.5,2,1
2,Major,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,5.7,5.116666666666666,2,1
2,Major,24x7 4Hrs Resolution Time,Firewall,Palo Alto,Incident,General Incident,0.8666666666666667,0.8666666666666667,2,1
2,Major,24x7 6Hrs Resolution Time,Storage,YIP,Request,Software,1.3333333333333333,1.0833333333333333,2,1
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,6.7,6.7,2,1
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,1.4833333333333334,1.3333333333333333,1,0
2,Major,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,6.583333333333333,6.5,2,1
2,Major,24x7 4Hrs Resolution Time,Server,HPE,Incident,Hard Disk Drive Failure,7.166666666666667,7.0,2,1
3,Minor,24x7 6Hrs Resolution Time,Server,HPE,Incident,Power Supply Failure,5.4,2.0,1,0
2,Major,24x7 6Hrs Resolution Time,Software,SAPB1,Incident,Software,431.4166666666667,429.6166666666667,2,1
2,Major,8x5 4Hrs Response Time,Storage,EMC,Incident,Hard Disk Drive Failure,14.233333333333333,13.616666666666667,2,1
1,Critical,24x7 4Hrs Resolution Time,Server,HPE,Incident,Hard Disk Drive Failure,4.6,4.5,3,1
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,1.3333333333333333,0.9166666666666666,1,0
2,Major,24x7 4Hrs Response Time,Storage,HPE,Incident,General Incident,80.83333333333333,80.16666666666667,2,1
3,Minor,24x7 4Hrs Response Time,Software,Red Hat,Incident,General Incident,43.35,33.733333333333334,1,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,0.3333333333333333,0.3333333333333333,1,0
3,Minor,24x7 4Hrs Response Time,Storage,NetApp,Request,Software,69.36666666666666,68.5,1,0
3,Minor,24x7 4Hrs Resolution Time,Access Point,Cisco,Incident,General Incident,3.0,3.0,1,0
2,Major,8x5 4Hrs Response Time,Storage,EMC,Incident,Power Supply Failure,61.63333333333333,61.53333333333333,2,1
2,Major,24x7 4Hrs Resolution Time,Firewall,Palo Alto,Incident,General Incident,2499.8333333333335,2499.766666666667,2,1
3,Minor,24x7 4Hrs Response Time,Software,Red Hat,Incident,Software,1.2,0.9666666666666667,1,0
2,Major,24x7 4Hrs Resolution Time,Firewall,Palo Alto,Incident,General Incident,0.45,0.43333333333333335,2,1
4,Cosmetic,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,29.983333333333334,3.0,0,0
3,Minor,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,3.6166666666666667,2.183333333333333,1,0
2,Major,24x7 4Hrs Resolution Time,Storage,HPE,Incident,General Incident,3.533333333333333,3.0,2,1
